"Classification of Economic Activities, issue 2008";"";"";""
"File content: Structure";"";"";""
"Language: Classification of Economic Activities, issue 2008";"";"";""
"Release date: 01.01.2008 00:00:00 (GMT+0100)";"";"";""
"Last update: 09.11.2023 14:43:35 (GMT+0100)";"";"";""
"Further information: klassifikationsserver.de";"";"";""
"Copyright: © Statistisches Bundesamt, Wiesbaden 2008 Distribution (also in parts) permitted, provided that the source is mentioned.";"";"";""
"Owner: Issued by: Statistisches Bundesamt (Federal Statistical Office), Wiesbaden, Section „Classifications“, Phone.: 0611/75-2510, -2294, -2280, Fax: 0611/75-3953,  E-Mail: wz@destatis.de";"";"";""
"Code WZ 2008";"Level";"Title";"Unit(s) of measure"
"A";"1";"Agriculture, forestry and fishing";""
"01";"2";"Crop and animal production, hunting and related service activities";""
"01.1";"3";"Growing of non-perennial crops";""
"01.11";"4";"Growing of cereals (except rice), leguminous crops and oil seeds";""
"01.11.0";"5";"Growing of cereals (except rice), leguminous crops and oil seeds";""
"01.12";"4";"Growing of rice";""
"01.12.0";"5";"Growing of rice";""
"01.13";"4";"Growing of vegetables and melons, roots and tubers";""
"01.13.1";"5";"Growing of vegetables and melons";""
"01.13.2";"5";"Growing of potatoes and other roots and tubers";""
"01.14";"4";"Growing of sugar cane";""
"01.14.0";"5";"Growing of sugar cane";""
"01.15";"4";"Growing of tobacco";""
"01.15.0";"5";"Growing of tobacco";""
"01.16";"4";"Growing of fibre crops";""
"01.16.0";"5";"Growing of fibre crops";""
"01.19";"4";"Growing of other non-perennial crops";""
"01.19.1";"5";"Growing of ornamental plants for cutting";""
"01.19.2";"5";"Growing of flower seeds";""
"01.19.9";"5";"Growing of other non-perennial crops n.e.c.";""
"01.2";"3";"Growing of perennial crops";""
"01.21";"4";"Growing of grapes";""
"01.21.0";"5";"Growing of grapes";""
"01.22";"4";"Growing of tropical and subtropical fruits";""
"01.22.0";"5";"Growing of tropical and subtropical fruits";""
"01.23";"4";"Growing of citrus fruits";""
"01.23.0";"5";"Growing of citrus fruits";""
"01.24";"4";"Growing of pome fruits and stone fruits";""
"01.24.0";"5";"Growing of pome fruits and stone fruits";""
"01.25";"4";"Growing of other tree and bush fruits and nuts";""
"01.25.1";"5";"Growing of strawberries";""
"01.25.9";"5";"Growing of other tree and bush fruits (except strawberries) and nuts";""
"01.26";"4";"Growing of oleaginous fruits";""
"01.26.0";"5";"Growing of oleaginous fruits";""
"01.27";"4";"Growing of beverage crops";""
"01.27.0";"5";"Growing of beverage crops";""
"01.28";"4";"Growing of spices, aromatic, drug and pharmaceutical crops";""
"01.28.0";"5";"Growing of spices, aromatic, drug and pharmaceutical crops";""
"01.29";"4";"Growing of other perennial crops";""
"01.29.0";"5";"Growing of other perennial crops";""
"01.3";"3";"Plant propagation";""
"01.30";"4";"Plant propagation";""
"01.30.1";"5";"Growing of indoor and outdoor plants";""
"01.30.2";"5";"Operation of tree nurseries";""
"01.4";"3";"Animal production";""
"01.41";"4";"Raising of dairy cattle";""
